from id,to id,relationship type
15834-P01842,15834-P04299,enslaver
15834-P01843,15834-P01844,godchild
15834-P01846,15834-P04299,enslaver
15834-P01847,15834-P04299,enslaver
15834-P01848,15834-P01849,godchild
15834-P01852,15834-P01853,godchild
15834-P01854,15834-P01859,godparent
15834-P01854,15834-P01860,godparent
15834-P01854,15834-P01856,parent
15834-P01854,15834-P01857,parent
15834-P01861,15834-P01862,enslaver
15834-P01863,15834-P01864,enslaver
15834-P01865,15834-P01866,godchild
15834-P01867,15834-P01872,godparent
15834-P01869,15834-P01870,enslaver
15834-P01874,15834-P04299,enslaver
15834-P01875,15834-P01876,godchild
15834-P01877,15834-P01883,godparent
15834-P01877,15834-P01881,parent
15834-P01884,15834-P01889,godparent
15834-P01890,15834-P01895,godparent
15834-P01892,15834-P01894,enslaver
15834-P01893,15834-P01894,enslaver
15834-P01896,15834-P01900,godparent
15834-P01897,15834-P01898,enslaver
15834-P01903,15834-P01904,godchild
15834-P01905,15834-P04299,enslaver
15834-P01906,15834-P04299,enslaver
15834-P01910,15834-P04299,enslaver
15834-P01911,15834-P04299,enslaver
15834-P01912,15834-P04300,godparent
15834-P01915,15834-P01916,godchild
15834-P01920,15834-P01921,godchild
15834-P01924,15834-P01925,godchild
15834-P01927,15834-P01929,enslaver
15834-P01928,15834-P01929,enslaver
15834-P01930,15834-P01931,godchild
15834-P01935,15834-P01936,godchild
15834-P01938,15834-P04299,enslaver
15834-P01939,15834-P04299,enslaver
15834-P01940,15834-P01941,godchild
15834-P01946,15834-P01947,enslaver
15834-P01948,15834-P01949,godchild
15834-P01950,15834-P01951,enslaver
15834-P01952,15834-P01953,godchild
15834-P01955,15834-P01956,enslaver
15834-P01957,15834-P01958,godchild
15834-P01960,15834-P04301,enslaver
15834-P01961,15834-P01962,enslaver
15834-P01963,15834-P04300,godparent
15834-P01964,15834-P01967,godparent
15834-P01969,15834-P01977,godparent
15834-P01969,15834-P01978,godparent
15834-P01970,15834-P01971,enslaver
15834-P01972,15834-P01973,enslaver
15834-P01974,15834-P01975,enslaver
15834-P01980,15834-P04299,enslaver
15834-P01981,15834-P04299,enslaver
15834-P01982,15834-P01983,godchild
15834-P01985,15834-P01986,enslaver
15834-P01986,15834-P01988,slave
15834-P01987,15834-P01988,godchild
15834-P01991,15834-P01992,godchild
15834-P01995,15834-P01996,godchild
15834-P01999,15834-P02000,godchild
15834-P02004,15834-P02005,godchild
15834-P02006,15834-P02009,godparent
15834-P02014,15834-P02015,godchild
15834-P02020,15834-P02021,godchild
15834-P02022,15834-P02027,godparent
15834-P02031,15834-P04299,enslaver
15834-P02032,15834-P04299,enslaver
15834-P02034,15834-P02035,enslaver
15834-P02036,15834-P02037,godchild
15834-P02041,15834-P02043,godchild
15834-P02041,15834-P02042,enslaver
15834-P02044,15834-P02048,godparent
15834-P02049,15834-P02050,enslaver
15834-P02051,15834-P02052,godchild
15834-P02056,15834-P02057,godchild
15834-P02061,15834-P02062,godchild
15834-P02061,15834-P04299,enslaver
15834-P02063,15834-P02064,enslaver
15834-P02065,15834-P02066,enslaver
15834-P02067,15834-P02068,godchild
15834-P02069,15834-P02070,enslaver
15834-P02071,15834-P02073,godchild
15834-P02075,15834-P04299,enslaver
15834-P02076,15834-P04299,enslaver
15834-P02079,15834-P02082,child
15834-P02079,15834-P02080,spouse
15834-P02080,15834-P02082,child
15834-P02081,15834-P02082,godchild
15834-P02089,15834-P04299,enslaver
15834-P02092,15834-P04299,enslaver
15834-P02093,15834-P04299,enslaver
15834-P02094,15834-P02095,godchild
15834-P02096,15834-P04299,enslaver
15834-P02097,15834-P04299,enslaver
15834-P02102,15834-P02103,enslaver
15834-P02104,15834-P02105,enslaver
15834-P02108,15834-P04299,enslaver
15834-P02109,15834-P04299,enslaver
15834-P02110,15834-P02111,godchild
15834-P02113,15834-P02114,enslaver
15834-P02115,15834-P02116,godchild
15834-P02117,15834-P02123,godparent
15834-P02125,15834-P02127,enslaver
15834-P02126,15834-P02127,enslaver
15834-P02128,15834-P02129,godchild
15834-P02131,15834-P02134,child
15834-P02133,15834-P02134,godchild
15834-P02134,15834-P02134,parent
15834-P02135,15834-P02138,child
15834-P02137,15834-P02138,godchild
15834-P02139,15834-P02140,enslaver
15834-P02140,15834-P02143,slave
15834-P02142,15834-P02143,godchild
15834-P02144,15834-P02145,enslaver
15834-P02146,15834-P02147,godchild
15834-P02150,15834-P02151,godchild
15834-P02151,15834-P04299,enslaver
15834-P02153,15834-P02155,enslaver
15834-P02154,15834-P02155,enslaver
15834-P02156,15834-P02157,godchild
15834-P02158,15834-P02164,godparent
15834-P02158,15834-P02160,parent
15834-P02158,15834-P02161,parent
15834-P02160,15834-P02161,spouse
15834-P02166,15834-P02167,godchild
15834-P02168,15834-P02169,godchild
15834-P02176,15834-P02181,child
15834-P02176,15834-P02177,enslaver
15834-P02178,15834-P02179,enslaver
15834-P02180,15834-P02181,godchild
15834-P02183,15834-P02189,child
15834-P02183,15834-P02184,enslaver
15834-P02185,15834-P02186,enslaver
15834-P02187,15834-P02189,godchild
15834-P02191,15834-P02192,enslaver
15834-P02194,15834-P02195,godchild
15834-P02196,15834-P02197,enslaver
15834-P02198,15834-P02199,enslaver
15834-P02200,15834-P02201,godchild
15834-P02202,15834-P04299,enslaver
15834-P02203,15834-P04299,enslaver
15834-P02204,15834-P02205,godchild
15834-P02207,15834-P04299,enslaver
15834-P02208,15834-P04299,enslaver
15834-P02209,15834-P02210,godchild
15834-P02213,15834-P02214,godchild
15834-P02216,15834-P02218,enslaver
15834-P02217,15834-P02218,enslaver
15834-P02222,15834-P02223,enslaver
15834-P02225,15834-P02226,godchild
15834-P02227,15834-P02229,child
15834-P02228,15834-P02229,godchild
15834-P02231,15834-P02235,godparent
15834-P02231,15834-P02232,parent
15834-P02232,15834-P04299,enslaver
15834-P02233,15834-P04299,enslaver
15834-P02236,15834-P02240,child
15834-P02239,15834-P02240,godchild
15834-P02241,15834-P02246,godparent
15834-P02241,15834-P02242,parent
15834-P02242,15834-P02244,enslaver
15834-P02243,15834-P02244,enslaver
15834-P02248,15834-P02253,child
15834-P02248,15834-P02249,enslaver
15834-P02252,15834-P02253,godchild
15834-P02255,15834-P02259,child
15834-P02257,15834-P02259,godchild
15834-P02264,15834-P02266,godchild
15834-P02267,15834-P02271,godparent
15834-P02267,15834-P02268,parent
15834-P02267,15834-P02269,parent
15834-P02268,15834-P02269,spouse
15834-P02268,15834-P04301,enslaver
15834-P02269,15834-P04301,enslaver
15834-P02273,15834-P02274,godchild
15834-P02280,15834-P02282,slave
15834-P02281,15834-P02282,godchild
15834-P02283,15834-P02284,enslaver
15834-P02287,15834-P02292,child
15834-P02287,15834-P02288,enslaver
15834-P02289,15834-P02290,enslaver
15834-P02291,15834-P02292,godchild
15834-P02294,15834-P02295,enslaver
15834-P02299,15834-P02305,godparent
15834-P02306,15834-P02312,godparent
15834-P02308,15834-P02309,enslaver
15834-P02313,15834-P02317,godparent
15834-P02318,15834-P02320,enslaver
15834-P02319,15834-P02320,enslaver
15834-P02321,15834-P02322,godchild
15834-P02324,15834-P02327,godparent
15834-P02325,15834-P02326,enslaver
15834-P02328,15834-P02332,godparent
15834-P02333,15834-P02340,godparent
15834-P02337,15834-P02338,enslaver
15834-P02346,15834-P02353,godparent
15834-P02350,15834-P02351,enslaver
15834-P02354,15834-P02359,godparent
15834-P02363,15834-P04301,enslaver
15834-P02364,15834-P04301,enslaver
15834-P02365,15834-P02366,godchild
15834-P02367,15834-P02371,godparent
15834-P02367,15834-P02368,parent
15834-P02367,15834-P02369,parent
15834-P02368,15834-P02369,spouse
15834-P02369,15834-P04299,enslaver
15834-P02372,15834-P04299,enslaver
15834-P02373,15834-P04299,enslaver
15834-P02374,15834-P02375,godchild
15834-P02378,15834-P02379,godchild
15834-P02380,15834-P02381,enslaver
15834-P02382,15834-P02383,godchild
15834-P02387,15834-P02388,godchild
15834-P02390,15834-P02391,enslaver
15834-P02392,15834-P02393,enslaver
15834-P02397,15834-P02399,godchild
15834-P02398,15834-P02399,godchild
15834-P02402,15834-P02403,godchild
15834-P02406,15834-P02407,godchild
15834-P02412,15834-P02413,godchild
15834-P02415,15834-P04301,enslaver
15834-P02416,15834-P02418,slave
15834-P02417,15834-P02418,godchild
15834-P02421,15834-P02422,godchild
15834-P02425,15834-P02426,godchild
15834-P02427,15834-P02429,enslaver
15834-P02428,15834-P02429,enslaver
15834-P02430,15834-P02431,godchild
15834-P02432,15834-P02433,enslaver
15834-P02434,15834-P04300,godparent
15834-P02436,15834-P02437,enslaver
15834-P02439,15834-P02440,godchild
15834-P02441,15834-P02442,enslaver
15834-P02444,15834-P02445,godchild
15834-P02446,15834-P02447,godchild
15834-P02450,15834-P02458,child
15834-P02450,15834-P02451,enslaver
15834-P02452,15834-P02453,enslaver
15834-P02454,15834-P02458,slave
15834-P02473,15834-P02474,enslaver
15834-P02478,15834-P04299,enslaver
15834-P02479,15834-P02480,godchild
15834-P02486,15834-P02488,godchild
15834-P02490,15834-P02496,child
15834-P02491,15834-P02496,child
15834-P02494,15834-P02496,godchild
15834-P02500,15834-P02501,godchild
15834-P02506,15834-P02507,godchild
15834-P02509,15834-P02510,godchild
15834-P02511,15834-P04299,enslaver
15834-P02512,15834-P04299,enslaver
15834-P02513,15834-P02514,godchild
15834-P02515,15834-P02518,godparent
15834-P02516,15834-P04301,enslaver
15834-P02517,15834-P04301,enslaver
15834-P02519,15834-P02521,enslaver
15834-P02520,15834-P02521,enslaver
15834-P02522,15834-P02523,godchild
15834-P02524,15834-P02525,enslaver
15834-P02526,15834-P02527,enslaver
15834-P02528,15834-P02529,godchild
15834-P02530,15834-P04299,enslaver
15834-P02531,15834-P02532,godchild
15834-P02533,15834-P04301,enslaver
15834-P02534,15834-P04301,enslaver
15834-P02535,15834-P02536,godchild
15834-P02536,15834-P04300,godparent
15834-P02537,15834-P02538,enslaver
15834-P02539,15834-P02540,enslaver
15834-P02544,15834-P02548,godparent
15834-P02545,15834-P04299,enslaver
15834-P02546,15834-P04299,enslaver
15834-P02549,15834-P02553,godparent
15834-P02556,15834-P02557,enslaver
15834-P02558,15834-P02559,godchild
15834-P02563,15834-P02564,godchild
15834-P02572,15834-P02573,godchild
15834-P02574,15834-P02575,godchild
15834-P02576,15834-P02582,godparent
15834-P02584,15834-P02585,godchild
15834-P02586,15834-P02587,godchild
15834-P02591,15834-P02592,godchild
15834-P02599,15834-P02603,godparent
15834-P02600,15834-P02601,enslaver
15834-P02604,15834-P02605,enslaver
15834-P02606,15834-P02607,godchild
15834-P02607,15834-P04301,enslaver
15834-P02608,15834-P02609,enslaver
15834-P02610,15834-P02611,enslaver
15834-P02612,15834-P02613,godchild
15834-P02614,15834-P02615,enslaver
15834-P02616,15834-P02617,godchild
15834-P02627,15834-P02627,godparent
15834-P02630,15834-P02632,child
15834-P02630,15834-P02632,spouse
15834-P02631,15834-P02632,godchild
15834-P02632,15834-P02632,parent
15834-P02636,15834-P02638,godchild
15834-P02639,15834-P02642,godparent
15834-P02644,15834-P02649,godparent
15834-P02647,15834-P04299,enslaver
15834-P02648,15834-P04299,enslaver
15834-P02656,15834-P02657,godchild
15834-P02661,15834-P04299,enslaver
15834-P02662,15834-P02663,godchild
15834-P02663,15834-P04299,enslaver
15834-P02664,15834-P02669,godparent
15834-P02674,15834-P02675,enslaver
15834-P02683,15834-P02687,godparent
15834-P02683,15834-P02685,parent
15834-P02683,15834-P02686,parent
15834-P02685,15834-P02686,spouse
15834-P02685,15834-P04299,enslaver
15834-P02686,15834-P04299,enslaver
15834-P02689,15834-P02695,godparent
15834-P02689,15834-P02693,parent
15834-P02689,15834-P02694,parent
15834-P02693,15834-P02694,spouse
15834-P02695,15834-P02696,enslaver
15834-P02698,15834-P02703,godparent
15834-P02700,15834-P02702,enslaver
15834-P02701,15834-P02702,enslaver
15834-P02709,15834-P02712,child
15834-P02709,15834-P02710,spouse
15834-P02710,15834-P02712,child
15834-P02711,15834-P02712,godchild
15834-P02714,15834-P02716,enslaver
15834-P02715,15834-P02716,enslaver
15834-P02717,15834-P02718,godchild
15834-P02724,15834-P02727,child
15834-P02724,15834-P02725,spouse
15834-P02724,15834-P04299,enslaver
15834-P02725,15834-P02727,child
15834-P02725,15834-P04299,enslaver
15834-P02728,15834-P02732,godparent
15834-P02734,15834-P02737,godparent
15834-P02736,15834-P04299,enslaver
15834-P02739,15834-P02745,godparent
15834-P02747,15834-P02750,godparent
15834-P02756,15834-P02758,enslaver
15834-P02757,15834-P02758,enslaver
15834-P02759,15834-P02760,godchild
15834-P02762,15834-P02769,godparent
15834-P02762,15834-P02767,parent
15834-P02762,15834-P02768,parent
15834-P02767,15834-P02768,spouse
15834-P02771,15834-P04299,enslaver
15834-P02773,15834-P04299,enslaver
15834-P02780,15834-P02782,godchild
15834-P02789,15834-P02790,enslaver
15834-P02795,15834-P02799,child
15834-P02797,15834-P02799,godchild
15834-P02800,15834-P02804,godparent
15834-P02802,15834-P04299,enslaver
15834-P02803,15834-P04299,enslaver
15834-P02807,15834-P02808,godchild
15834-P02809,15834-P02812,godparent
15834-P02811,15834-P04299,enslaver
15834-P02814,15834-P04299,enslaver
15834-P02815,15834-P04299,enslaver
15834-P02816,15834-P02817,godchild
15834-P02819,15834-P02820,godchild
15834-P02820,15834-P04299,enslaver
15834-P02823,15834-P04299,enslaver
15834-P02824,15834-P04299,enslaver
15834-P02825,15834-P02826,godchild
15834-P02827,15834-P02832,godparent
15834-P02827,15834-P02829,parent
15834-P02827,15834-P02830,parent
15834-P02829,15834-P02830,spouse
15834-P02830,15834-P02831,enslaver
15834-P02832,15834-P02833,enslaver
15834-P02836,15834-P04301,enslaver
15834-P02837,15834-P04301,enslaver
15834-P02838,15834-P02839,godchild
15834-P02840,15834-P02847,godparent
15834-P02845,15834-P02846,enslaver
15834-P02855,15834-P04299,enslaver
15834-P02856,15834-P02857,godchild
15834-P02858,15834-P02861,child
15834-P02858,15834-P02859,spouse
15834-P02858,15834-P04299,enslaver
15834-P02859,15834-P02861,child
15834-P02859,15834-P04299,enslaver
15834-P02860,15834-P02861,godchild
15834-P02863,15834-P02864,godparent
15834-P02865,15834-P04299,enslaver
15834-P02866,15834-P04299,enslaver
15834-P02867,15834-P02868,godchild
15834-P02869,15834-P02873,godparent
15834-P02873,15834-P02874,enslaver
15834-P02877,15834-P02878,godchild
15834-P02882,15834-P02883,godchild
15834-P02884,15834-P02889,child
15834-P02884,15834-P02885,enslaver
15834-P02886,15834-P02887,enslaver
15834-P02888,15834-P02889,godchild
15834-P02892,15834-P02893,godchild
15834-P02894,15834-P02898,godparent
15834-P02894,15834-P02895,parent
15834-P02894,15834-P02896,parent
15834-P02895,15834-P02896,spouse
15834-P02895,15834-P04299,enslaver
15834-P02896,15834-P04299,enslaver
15834-P02899,15834-P02902,child
15834-P02899,15834-P02900,spouse
15834-P02900,15834-P02902,child
15834-P02901,15834-P02902,godchild
15834-P02904,15834-P02907,child
15834-P02904,15834-P02905,spouse
15834-P02904,15834-P04301,enslaver
15834-P02905,15834-P02907,child
15834-P02905,15834-P04301,enslaver
15834-P02906,15834-P02907,godchild
15834-P02910,15834-P02913,child
15834-P02912,15834-P02913,godchild
15834-P02915,15834-P02917,godchild
15834-P02922,15834-P02924,godchild
15834-P02925,15834-P02929,child
15834-P02925,15834-P02926,spouse
15834-P02926,15834-P02929,child
15834-P02926,15834-P02927,enslaver
15834-P02928,15834-P02929,godchild
15834-P02930,15834-P02931,enslaver
15834-P02932,15834-P02933,godchild
15834-P02935,15834-P02936,godchild
15834-P02937,15834-P02938,godchild
15834-P02939,15834-P02940,enslaver
15834-P02941,15834-P02942,godchild
15834-P02943,15834-P02944,godchild
15834-P02946,15834-P02947,godchild
15834-P02948,15834-P02950,godparent
15834-P02951,15834-P02952,godchild
15834-P02953,15834-P02954,godchild
15834-P02959,15834-P02961,godparent
15834-P02962,15834-P02963,godchild
15834-P02964,15834-P02966,godparent
15834-P02968,15834-P04300,godparent
15834-P02969,15834-P02971,godparent
15834-P02973,15834-P02975,godchild
15834-P02974,15834-P02975,godchild
15834-P02977,15834-P04299,enslaver
15834-P02978,15834-P02981,godchild
15834-P02984,15834-P02985,godchild
15834-P02986,15834-P02993,godparent
15834-P02995,15834-P02996,godchild
15834-P02997,15834-P03001,child
15834-P02997,15834-P02998,spouse
15834-P02997,15834-P02999,enslaver
15834-P02998,15834-P03001,child
15834-P02998,15834-P02999,enslaver
15834-P03000,15834-P03001,godchild
15834-P03002,15834-P03005,child
15834-P03002,15834-P03003,spouse
15834-P03002,15834-P04299,enslaver
15834-P03003,15834-P03005,child
15834-P03003,15834-P04299,enslaver
15834-P03004,15834-P03005,godchild
15834-P03006,15834-P03009,child
15834-P03006,15834-P03007,spouse
15834-P03006,15834-P04299,enslaver
15834-P03007,15834-P03009,child
15834-P03007,15834-P04299,enslaver
15834-P03008,15834-P03009,godchild
15834-P03012,15834-P03013,godchild
15834-P03014,15834-P03015,godchild
15834-P03016,15834-P03020,godparent
15834-P03016,15834-P03017,parent
15834-P03016,15834-P03018,parent
15834-P03017,15834-P03018,spouse
15834-P03017,15834-P04299,enslaver
15834-P03018,15834-P04299,enslaver
15834-P03022,15834-P03023,godchild
15834-P03024,15834-P03025,godchild
15834-P03027,15834-P03029,godchild
15834-P03032,15834-P03033,godchild
15834-P03036,15834-P03040,godparent
15834-P03041,15834-P03044,godparent
15834-P03046,15834-P03047,godchild
15834-P03049,15834-P03054,child
15834-P03049,15834-P03050,enslaver
15834-P03051,15834-P03052,enslaver
15834-P03053,15834-P03054,godchild
15834-P03055,15834-P03058,child
15834-P03057,15834-P03058,godchild
15834-P03060,15834-P03061,godchild
15834-P03062,15834-P03065,godparent
15834-P03066,15834-P03067,godchild
15834-P03068,15834-P03069,enslaver
15834-P03070,15834-P03071,godchild
15834-P03073,15834-P03074,godchild
15834-P03075,15834-P03078,godparent
15834-P03080,15834-P03081,godchild
15834-P03083,15834-P03085,godchild
15834-P03087,15834-P03088,godchild
15834-P03089,15834-P03090,godchild
15834-P03092,15834-P03093,godchild
15834-P03094,15834-P03095,godchild
15834-P03096,15834-P03097,enslaver
15834-P03098,15834-P03099,godchild
15834-P03100,15834-P03101,godchild
15834-P03104,15834-P03105,godchild
15834-P03106,15834-P04301,enslaver
15834-P03107,15834-P03108,godchild
15834-P03111,15834-P04299,enslaver
15834-P03112,15834-P03115,godchild
15834-P03118,15834-P03121,godchild
15834-P03122,15834-P03126,godparent
15834-P03130,15834-P03133,godparent
15834-P03138,15834-P03139,enslaver
15834-P03140,15834-P03143,godchild
15834-P03144,15834-P03147,godchild
15834-P03148,15834-P04299,enslaver
15834-P03149,15834-P04299,enslaver
15834-P03150,15834-P03151,godchild
15834-P03152,15834-P03154,godparent
15834-P03154,15834-P04299,enslaver
15834-P03155,15834-P03160,godparent
15834-P03155,15834-P03161,godparent
15834-P03156,15834-P04301,enslaver
15834-P03157,15834-P03158,enslaver
15834-P03162,15834-P03163,godchild
15834-P03165,15834-P04299,enslaver
15834-P03166,15834-P04299,enslaver
15834-P03169,15834-P03170,godchild
15834-P03171,15834-P03176,godparent
15834-P03171,15834-P03177,godparent
15834-P03178,15834-P03179,godchild
15834-P03180,15834-P03181,godchild
15834-P03182,15834-P03183,godchild
15834-P03184,15834-P03185,godchild
15834-P03186,15834-P03187,godchild
15834-P03188,15834-P03189,godchild
15834-P03190,15834-P03191,godchild
15834-P03192,15834-P03193,godchild
15834-P03194,15834-P03195,godchild
15834-P03196,15834-P03197,godchild
15834-P03198,15834-P03200,godparent
15834-P03201,15834-P03202,godchild
15834-P03204,15834-P03205,godchild
15834-P03206,15834-P03207,godchild
15834-P03213,15834-P03214,godchild
15834-P03215,15834-P04299,enslaver
15834-P03216,15834-P03217,godchild
15834-P03218,15834-P03222,child
15834-P03221,15834-P03222,godchild
15834-P03223,15834-P03226,godparent
15834-P03227,15834-P03228,godchild
15834-P03230,15834-P04301,enslaver
15834-P03231,15834-P03232,godchild
15834-P03234,15834-P03235,godchild
15834-P03236,15834-P03237,godchild
15834-P03238,15834-P03239,godchild
15834-P03241,15834-P03244,child
15834-P03241,15834-P03242,spouse
15834-P03241,15834-P04299,enslaver
15834-P03242,15834-P03244,child
15834-P03242,15834-P04299,enslaver
15834-P03243,15834-P03244,godchild
15834-P03245,15834-P03246,godchild
15834-P03247,15834-P03248,godchild
15834-P03249,15834-P03251,godparent
15834-P03253,15834-P03254,godchild
15834-P03255,15834-P04299,enslaver
15834-P03256,15834-P04299,enslaver
15834-P03259,15834-P03263,godparent
15834-P03259,15834-P03260,parent
15834-P03259,15834-P03261,parent
15834-P03260,15834-P03261,spouse
15834-P03260,15834-P04301,enslaver
15834-P03261,15834-P04301,enslaver
15834-P03264,15834-P03265,godchild
15834-P03266,15834-P03267,godchild
15834-P03268,15834-P03269,godchild
15834-P03270,15834-P03271,godchild
15834-P03273,15834-P03278,child
15834-P03273,15834-P03274,spouse
15834-P03273,15834-P04299,enslaver
15834-P03274,15834-P03278,child
15834-P03274,15834-P04299,enslaver
15834-P03275,15834-P03278,godchild
15834-P03280,15834-P04301,enslaver
15834-P03281,15834-P03282,godchild
15834-P03283,15834-P03284,godchild
15834-P03285,15834-P03288,child
15834-P03285,15834-P03286,spouse
15834-P03285,15834-P04299,enslaver
15834-P03286,15834-P03288,child
15834-P03286,15834-P04299,enslaver
15834-P03287,15834-P03288,godchild
15834-P03289,15834-P03293,godparent
15834-P03289,15834-P03290,parent
15834-P03289,15834-P03291,parent
15834-P03290,15834-P03291,spouse
15834-P03290,15834-P04301,enslaver
15834-P03291,15834-P04301,enslaver
15834-P03294,15834-P03297,child
15834-P03294,15834-P03295,spouse
15834-P03294,15834-P04301,enslaver
15834-P03295,15834-P03297,child
15834-P03295,15834-P04301,enslaver
15834-P03296,15834-P03297,godchild
15834-P03298,15834-P03299,godparent
15834-P03301,15834-P03302,godchild
15834-P03304,15834-P03305,godchild
15834-P03310,15834-P03311,enslaver
15834-P03312,15834-P03313,godchild
15834-P03314,15834-P03317,child
15834-P03314,15834-P03315,spouse
15834-P03314,15834-P04301,enslaver
15834-P03315,15834-P03317,child
15834-P03315,15834-P04301,enslaver
15834-P03316,15834-P03317,godchild
15834-P03318,15834-P03321,child
15834-P03318,15834-P03319,spouse
15834-P03318,15834-P04299,enslaver
15834-P03319,15834-P03321,child
15834-P03319,15834-P04299,enslaver
15834-P03320,15834-P03321,godchild
15834-P03322,15834-P03324,godparent
15834-P03327,15834-P03328,godchild
15834-P03330,15834-P03331,godchild
15834-P03332,15834-P03335,child
15834-P03332,15834-P03333,spouse
15834-P03332,15834-P04301,enslaver
15834-P03333,15834-P03335,child
15834-P03333,15834-P04301,enslaver
15834-P03334,15834-P03335,godchild
15834-P03337,15834-P03339,child
15834-P03338,15834-P03339,godchild
15834-P03341,15834-P03342,godchild
15834-P03344,15834-P03345,godchild
15834-P03350,15834-P03351,godchild
15834-P03355,15834-P03356,enslaver
15834-P03357,15834-P03358,godchild
15834-P03360,15834-P03361,godchild
15834-P03362,15834-P03366,godparent
15834-P03362,15834-P03363,parent
15834-P03362,15834-P03364,parent
15834-P03363,15834-P03364,spouse
15834-P03363,15834-P04301,enslaver
15834-P03364,15834-P04301,enslaver
15834-P03367,15834-P03370,child
15834-P03367,15834-P04301,enslaver
15834-P03368,15834-P04301,enslaver
15834-P03369,15834-P03370,godchild
15834-P03372,15834-P03373,godchild
15834-P03374,15834-P03377,child
15834-P03374,15834-P03375,spouse
15834-P03374,15834-P04299,enslaver
15834-P03375,15834-P03377,child
15834-P03375,15834-P04299,enslaver
15834-P03376,15834-P03377,godchild
15834-P03378,15834-P03383,godparent
15834-P03378,15834-P03379,parent
15834-P03378,15834-P03380,parent
15834-P03379,15834-P03380,spouse
15834-P03379,15834-P03381,enslaver
15834-P03380,15834-P03381,enslaver
15834-P03384,15834-P03387,child
15834-P03384,15834-P03385,spouse
15834-P03384,15834-P04301,enslaver
15834-P03385,15834-P03387,child
15834-P03385,15834-P04301,enslaver
15834-P03386,15834-P03387,godchild
15834-P03388,15834-P03392,child
15834-P03388,15834-P03389,spouse
15834-P03389,15834-P03392,child
15834-P03391,15834-P03392,godchild
15834-P03393,15834-P03394,godchild
15834-P03395,15834-P03396,godchild
15834-P03399,15834-P03400,godchild
15834-P03401,15834-P03404,child
15834-P03403,15834-P03404,godchild
15834-P03407,15834-P03408,godchild
15834-P03409,15834-P03414,godparent
15834-P03411,15834-P03412,enslaver
15834-P03415,15834-P03417,parent
15834-P03415,15834-P03418,parent
15834-P03417,15834-P03418,spouse
15834-P03417,15834-P04301,enslaver
15834-P03418,15834-P04301,enslaver
15834-P03422,15834-P03423,godchild
15834-P03425,15834-P03426,godchild
15834-P03427,15834-P03431,godparent
15834-P03427,15834-P03428,parent
15834-P03427,15834-P03429,parent
15834-P03428,15834-P03429,spouse
15834-P03428,15834-P04299,enslaver
15834-P03429,15834-P04299,enslaver
15834-P03432,15834-P03435,child
15834-P03432,15834-P03433,spouse
15834-P03432,15834-P04301,enslaver
15834-P03433,15834-P03435,child
15834-P03433,15834-P04301,enslaver
15834-P03434,15834-P03435,godchild
15834-P03436,15834-P03440,godparent
15834-P03438,15834-P04299,enslaver
15834-P03441,15834-P03443,child
15834-P03441,15834-P04299,enslaver
15834-P03442,15834-P03443,godchild
15834-P03444,15834-P03445,godchild
15834-P03447,15834-P03448,godchild
15834-P03449,15834-P03452,child
15834-P03451,15834-P03452,godchild
15834-P03454,15834-P03458,child
15834-P03454,15834-P03455,spouse
15834-P03455,15834-P03458,child
15834-P03456,15834-P03458,godchild
15834-P03459,15834-P03463,child
15834-P03464,15834-P03468,godparent
15834-P03464,15834-P03469,godparent
15834-P03465,15834-P03466,enslaver
15834-P03470,15834-P03474,child
15834-P03472,15834-P03474,godchild
15834-P03473,15834-P03474,godchild
15834-P03475,15834-P03478,godparent
15834-P03475,15834-P03476,parent
15834-P03476,15834-P03477,enslaver
15834-P03480,15834-P03481,enslaver
15834-P03482,15834-P03483,enslaver
15834-P03484,15834-P03485,godchild
15834-P03486,15834-P03488,godparent
15834-P03489,15834-P04301,enslaver
15834-P03490,15834-P04301,enslaver
15834-P03491,15834-P03492,godchild
15834-P03498,15834-P03499,godchild
15834-P03501,15834-P03502,enslaver
15834-P03505,15834-P03506,enslaver
15834-P03507,15834-P03508,godchild
15834-P03509,15834-P03513,godparent
15834-P03510,15834-P03511,enslaver
15834-P03514,15834-P03517,child
15834-P03514,15834-P03515,spouse
15834-P03515,15834-P03517,child
15834-P03515,15834-P04299,enslaver
15834-P03516,15834-P03517,godchild
15834-P03518,15834-P03520,godparent
15834-P03521,15834-P03522,godchild
15834-P03523,15834-P03524,godchild
15834-P03526,15834-P03527,godchild
15834-P03529,15834-P03530,godchild
15834-P03532,15834-P03533,godchild
15834-P03534,15834-P03538,child
15834-P03534,15834-P03535,spouse
15834-P03534,15834-P03536,enslaver
15834-P03535,15834-P03538,child
15834-P03535,15834-P03536,enslaver
15834-P03537,15834-P03538,godchild
15834-P03539,15834-P03543,child
15834-P03539,15834-P03540,spouse
15834-P03540,15834-P03543,child
15834-P03540,15834-P03541,enslaver
15834-P03542,15834-P03543,godchild
15834-P03544,15834-P03548,godparent
15834-P03544,15834-P03545,parent
15834-P03544,15834-P03546,parent
15834-P03545,15834-P03546,spouse
15834-P03546,15834-P04299,enslaver
15834-P03549,15834-P03553,godparent
15834-P03549,15834-P03550,parent
15834-P03549,15834-P03551,parent
15834-P03550,15834-P03551,spouse
15834-P03550,15834-P04301,enslaver
15834-P03551,15834-P04301,enslaver
15834-P03554,15834-P03556,child
15834-P03554,15834-P04299,enslaver
15834-P03562,15834-P03563,godchild
